group,victim,country,sector,discovered,post_url,status,delisted_date,first_party
unsafe,Deutsche Bank,DE,Financial Services,2026-07-04,http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion/reel/6a48eb478b37a93648b56d3e?page=1,listed,,yes
pear,"AC Beverage, Inc.",US,Agriculture and Food Production,2026-07-03,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/acbeverage,listed,,yes
pear,CNW Electronics Pte Ltd,SG,Manufacturing,2026-07-03,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/cnw,listed,,yes
payload,Tofutown,DE,Agriculture and Food Production,2026-07-02,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/f2c0075f-ac9b-426d-bbfa-1959e1305d76,listed,,yes
spacebears,Salters propane,US,Energy,2026-07-02,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/54/salters-propane,listed,,yes
braincipher,digitaldynamics.com,US,Technology,2026-07-01,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/digitaldynamics,listed,,yes
braincipher,goldenstateortho.com,US,Healthcare,2026-07-01,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/goldenstateortho,listed,,yes
krybit,"TRANSPORTES Y LOGISTICA BRAS, S.A",,Transportation/Logistics,2026-07-01,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/8f92608da7fd29f35c725ebb627629d15c396fb9290422986e2d941496577f3d/,listed,,yes
braincipher,paipharma.com,BR,Healthcare,2026-06-30,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/paipharma,listed,,yes
pear,"Spector and Lenz, PC",US,Business Services,2026-06-30,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/spectorandlenz,listed,,yes
pear,ORA Group Information,FR,Business Services,2026-06-30,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/groupe-ora,listed,,yes
pear,Sociedad Latina,US,,2026-06-30,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/sociedadlatina,listed,,yes
cmdorganization,Medlink Georgia,GE,Healthcare,2026-06-30,http://cmdnkiqjije2tllr3biee2sjgj3i4robg2cbtilbnytdhh2wy3syrlyd.onion,listed,,yes
redact,Hologic,US,Healthcare,2026-06-28,http://ursba4dbibo27dtwtgy3l2pc3ekut7helebvmy7ny3b2s3mbzph4qdad.onion/hologic/,listed,,yes
payload,Clínica La Sabana,CR,Healthcare,2026-06-26,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/988ba95d-5c4b-49d2-8a14-3f14d9e4b785,listed,,yes
payload,Software Arge,TR,Technology,2026-06-26,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/3a53575b-d253-4694-811a-81abfa9a48e5,listed,,yes
payload,Mosaic Partners,CH,Business Services,2026-06-26,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/1dd5a657-4b5f-49f0-9e0b-26cde29148ca,listed,,yes
ailock,Hokua,CL,,2026-06-26,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
interlock,Clearview Eye Centre,CA,Healthcare,2026-06-25,http://xyaaupqnht5foymeilb67uv5ljjod5o3uyq62llldv4r4jiqxj2nhoqd.onion/index.php?p=,listed,,yes
auditteam,I-SYS,RU,Technology,2026-06-25,http://6tdqqaxftvradka5d2frzgwixis7fmro7rfh4ettzcx7jfapkebe6jad.onion/entity/D1DDFB2A56855328,listed,,yes
interlock,Reynella East College,AU,,2026-06-23,http://pal3f65j4qj7b2hz2mlmimu4vhl4wz7sfdlvp3g2ry3qwk5nc6pbakid.onion/index.php?p=,listed,,yes
apt73,kliknklik.com,ID,Consumer Services,2026-06-23,http://basherq53eniermxovo3bkduw5qqq5bkqcml3qictfmamgvmzovykyqd.onion/page_company.php?id=173,listed,,yes
apt73,gov.br,BR,Public Sector,2026-06-23,http://basherq53eniermxovo3bkduw5qqq5bkqcml3qictfmamgvmzovykyqd.onion/page_company.php?id=172,listed,,yes
braincipher,eggetttax.ca,CA,Agriculture and Food Production,2026-06-22,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/eggetttax,listed,,yes
braincipher,sterlinggloballtd.com,GB,Business Services,2026-06-22,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/sterlinggloballtd,listed,,yes
payload,ENB Versicherungen | myenb.ch,CH,Financial Services,2026-06-20,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/0833681d-0958-4396-ad0e-648449982275,listed,,yes
payload,Editora Irmãos Vitale,BR,Education,2026-06-20,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/226497e0-7f90-443f-ab5e-2bdb5a979b16,listed,,yes
payload,Qualiflex Solutions | qualiflex.solutions,CH,Business Services,2026-06-20,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/82ea2e16-b8a3-45d4-bc17-91c0e186c4f1,listed,,yes
payload,Preferred Properties,,,2026-06-20,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/9664c008-e4dc-45f7-8e7a-43d4c521e297,listed,,yes
braincipher,themintgaming.com,,Consumer Services,2026-06-19,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/themintgaming,listed,,yes
pear,Optimum First Mortgage,US,Financial Services,2026-06-19,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/optimumfirst,listed,,yes
pear,B & B Trading,US,Business Services,2026-06-18,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/bandbtrading,listed,,yes
pear,"Release Marine, Inc.",US,Transportation/Logistics,2026-06-18,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/releasemarine,listed,,yes
pear,Kirbor Homes,US,Construction,2026-06-18,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/kirbor,listed,,yes
spacebears,Chebib Control,BR,Business Services,2026-06-17,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/53/chebib-control,listed,,yes
spacebears,Gerencial,BR,Business Services,2026-06-17,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/52/gerencial,listed,,yes
payload,SPORTON International Inc.,TW,Manufacturing,2026-06-16,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/1e2d33b6-0cd6-4b3e-940e-a8275d5cd9b4,listed,,yes
spacebears,ECOVACS,CN,Consumer Services,2026-06-16,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/51/ecovacs,listed,,yes
braincipher,alu-rex.com,AT,Manufacturing,2026-06-15,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/alu-rex,listed,,yes
braincipher,anglomoil.com,GB,Energy,2026-06-15,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/anglomoil,listed,,yes
ailock,Röben Tonbaustoffe GmbH,DE,Manufacturing,2026-06-15,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
payload,myipo.gov.my,MY,Public Sector,2026-06-13,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/60d121ff-653a-4d9c-8e56-5381c4047607,listed,,yes
insomnia,The Vant Group,US,Business Services,2026-06-12,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/TVG/,listed,,yes
m3rx,maringoodman.com,US,Consumer Services,2026-06-11,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#maringoodman.com,listed,,yes
m3rx,hbexperts-conseils.ca,CA,Business Services,2026-06-11,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#hbexperts-conseils.ca,listed,,yes
m3rx,werkstoff-service.de,DE,Manufacturing,2026-06-11,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#werkstoff-service.de,listed,,yes
m3rx,fasadeconsult.no,NO,Business Services,2026-06-11,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#fasadeconsult.no,listed,,yes
m3rx,ktwhs.com,CA,,2026-06-11,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#ktwhs.com,listed,,yes
krybit,"PROBE, S.A. DE C.V",MX,,2026-06-10,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/99b5f21e6809fa3b3992cf6ba1ef0b3cd8850ff3910cbdd76f9dd2ecd5e68dc9/,listed,,yes
spacebears,Cattani,IT,,2026-06-10,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/50/cattani,listed,,yes
pear,K & E Distributing,US,Transportation/Logistics,2026-06-10,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/kedistributing,listed,,yes
pear,Bayou Electrical Services,US,Construction,2026-06-10,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/bayouelectrical,listed,,yes
pear,National Health Fund,JM,Healthcare,2026-06-10,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/nhf,listed,,yes
pear,Alpha IT,NO,Technology,2026-06-10,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/alphait,listed,,yes
termite,Cal Fresh,CA,Agriculture and Food Production,2026-06-09,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a27543ec684b738d525bc1d,listed,,yes
insomnia,Mid-Cumberland Human Resource Agency,US,Business Services,2026-06-09,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/MCHRA/,listed,,yes
embargo,Auburn Electrical Construction Company,US,Construction,2026-06-09,http://embargobe3n5okxyzqphpmk3moinoap2snz5k6765mvtkk7hhi544jid.onion/#/post/171f9184-aa30-48cb-bae9-ef48ca89cec5,listed,,yes
termite,Wiese USA,US,Manufacturing,2026-06-08,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a20afa8c684b738d525af92,listed,,yes
termite,Roland Machinery,AU,Manufacturing,2026-06-08,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a20b001c684b738d525b058,listed,,yes
payload,Plaza Lama,DO,Hospitality and Tourism,2026-06-08,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/ae4b423a-d339-450c-b3fe-dbfd6d46c601,listed,,yes
payload,Hansoll Textile in Vietnam,VN,Manufacturing,2026-06-08,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/8103c710-bffc-458d-9b3a-9cb2fe9d8817,listed,,yes
payload,Villea Hotels in AttanaHotels,,Hospitality and Tourism,2026-06-08,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/4b9503f3-44bc-4c7a-bfac-68ca31acaa75,listed,,yes
blackwater,www.utourworld.com,,Hospitality and Tourism,2026-06-06,http://ejzl7cjxmkx7lzhiqwidmrwtfjv45pkczbc4fnyaut3t7gll3yaiq5id.onion/blog?uuid=908e35ca-0693-37f1-9b4d-05b2e59a59f1,listed,,yes
securotrop,Kriete Truck Centers,US,Transportation/Logistics,2026-06-05,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
ailock,Groupe Sécurité CLB,FR,Business Services,2026-06-04,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
spacebears,Sicol,BR,Manufacturing,2026-06-04,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/47/sicol,listed,,yes
spacebears,Geske Haus- und Versorgungstechnik GmbH,DE,Manufacturing,2026-06-03,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/46/geske-haus-und-versorgungstechnik-gmbh,listed,,yes
killsec,csinsurance.mx,MX,Financial Services,2026-06-03,http://ks5424y3wpr5zlug5c7i6svvxweinhbdcqcfnptkfcutrncfazzgz5id.onion,listed,,yes
killsec,acehospital.in,IN,Healthcare,2026-06-03,http://ks5424y3wpr5zlug5c7i6svvxweinhbdcqcfnptkfcutrncfazzgz5id.onion,listed,,yes
interlock,Cold Front Distribution,US,Transportation/Logistics,2026-06-02,http://nh2kwgilfzi5mngiiqtcuoueh2oy4dkjq5cnfnjymueoj654fi7qtpid.onion/index.php?p=,listed,,yes
spacebears,Stellar,TC,,2026-06-02,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/45/stellar,listed,,yes
braincipher,squamish.net,CA,,2026-06-01,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/squamish,listed,,yes
abyss,School Facility Consultants,,Business Services,2026-06-01,http://3ev4metjirohtdpshsqlkrqcmxq6zu3d7obrdhglpy5jpbr7whmlfgqd.onion,listed,,yes
abyss,landkreis-limburg-weilburg.de,DE,Public Sector,2026-06-01,http://3ev4metjirohtdpshsqlkrqcmxq6zu3d7obrdhglpy5jpbr7whmlfgqd.onion,listed,,yes
ailock,Schneebeli,CH,,2026-06-01,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
termite,Indiana Mills and Manufacturing,US,Manufacturing,2026-05-30,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a0c91a1d09f340c1e9e383d,listed,,yes
termite,UEI College,US,Education,2026-05-30,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a14cce8c684b738d5259940,listed,,yes
pear,Plexsupply Inc,US,Business Services,2026-05-30,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/plexsupply,listed,,yes
kairos,Commune De Camiers,FR,Public Sector,2026-05-29,http://kairosgeuzkzz3ajntqcyxl3ib36szz3mg62mb3zbui33pbk3uzo4qqd.onion,listed,,yes
ailock,"Restorative Therapies, Inc.",US,Healthcare,2026-05-29,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
everest,Asopagos S.A.,CO,,2026-05-29,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Asopagos_S.A._/,listed,,yes
everest,ЕРМ,,Business Services,2026-05-29,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/erm/,listed,,yes
everest,Spedition Kern,DE,Transportation/Logistics,2026-05-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Spedition_Kern/,listed,,yes
everest,Advanced Psychiatry Associates,US,Healthcare,2026-05-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Advanced_Psychiatry_Associates/,listed,,yes
everest,Sidra Kuwait Hospital,KW,Healthcare,2026-05-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Sidra_Kuwait_Hospital/,listed,,yes
everest,VVO Finance,DE,Financial Services,2026-05-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/VVO_Finance/,listed,,yes
everest,AKM,JP,,2026-05-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/AKM/,listed,,yes
everest,TransferZ,US,Transportation/Logistics,2026-05-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/TransferZ/,listed,,yes
everest,L&P Aesthetics,US,Healthcare,2026-05-28,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/L_P_Aesthetics/,listed,,yes
spacebears,Ridge Law Firm,US,Business Services,2026-05-27,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/44/ridge-law-firm,listed,,yes
spacebears,Filabé,CH,Agriculture and Food Production,2026-05-26,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/42/filabe,listed,,yes
spacebears,BASE SPA,IT,Business Services,2026-05-26,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/41/base-spa,listed,,yes
ailock,"Artso International, Inc.",TW,Business Services,2026-05-24,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
auditteam,Mopas Online Supermarket,TR,Consumer Services,2026-05-23,http://6tdqqaxftvradka5d2frzgwixis7fmro7rfh4ettzcx7jfapkebe6jad.onion/entity/974E9F6C44C975EA,listed,,yes
braincipher,sheppadviser.com.au,AU,Business Services,2026-05-21,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/sheppadviser,listed,,yes
payload,G Theodor Freese,DE,Manufacturing,2026-05-21,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/d2d3491f-ae6b-4d20-b97d-87914a821488,listed,,yes
payload,A-Sonic Logistic Solutions,,Transportation/Logistics,2026-05-21,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/8c920770-c009-405a-9404-bb857715e3eb,listed,,yes
payload,Internal Medicine and Pediatrics of Cullman,US,Healthcare,2026-05-21,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/2b8ea072-6d08-4063-a1b1-fd3d0e0296e6,listed,,yes
payload,Robinsons,SG,Consumer Services,2026-05-21,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/a2c7fa7b-5ee7-488b-a289-aa198eea5bee,listed,,yes
payload,Tang Seng Nitrogen & Pump Systems Pte. Ltd.,SG,Manufacturing,2026-05-19,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/acf6bc9f-c454-47cd-9ffd-36fbf55b0dc3,listed,,yes
payload,Elohim Law Corporation,SG,Business Services,2026-05-19,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/10ce6aac-4a2d-4f5e-880c-943d762afcc7,listed,,yes
payload,Kabushiki Gaisha Hodozuka Setsubi,JP,Manufacturing,2026-05-19,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/fd10449c-7db5-41f0-8648-5c2b76887f25,listed,,yes
ailock,Design Engineering & Consulting,US,Business Services,2026-05-18,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
ailock,Jazz Hipster,US,Consumer Services,2026-05-18,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
m3rx,dosocho.es,ES,,2026-05-17,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#dosocho.es,listed,,yes
m3rx,soft-inc.com,JP,Technology,2026-05-17,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#soft-inc.com,listed,,yes
m3rx,psbsementi.it,IT,,2026-05-17,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#psbsementi.it,listed,,yes
m3rx,grupo55.com,ES,,2026-05-17,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#grupo55.com,listed,,yes
termite,RAMAR FOODS INTERNATIONAL,US,Agriculture and Food Production,2026-05-16,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a024844786a0e50d7a6c969,listed,,yes
abyss,technic.com,US,Technology,2026-05-14,http://3ev4metjirohtdpshsqlkrqcmxq6zu3d7obrdhglpy5jpbr7whmlfgqd.onion,listed,,yes
killsec,dsdlawfirm.com,US,Business Services,2026-05-14,http://ks5424y3wpr5zlug5c7i6svvxweinhbdcqcfnptkfcutrncfazzgz5id.onion,listed,,yes
payload,Gorey Community School,IE,Education,2026-05-13,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/c9049f7c-de08-4099-a2f7-d8ae8e421682,listed,,yes
payload,Inteceng.com.my (+ Tsksynergy.com.my + Amemanufacturing.com.my + Woodnova.com.my),MY,Manufacturing,2026-05-13,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/61827d93-eb95-42af-b264-9b84aeecefb7,listed,,yes
ailock,PremCom,GB,,2026-04-22,,listed,,yes
securotrop,Synergy Engineering,US,Business Services,2026-04-21,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
payload,JOH Investments Limited,,Financial Services,2026-04-20,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/30db07c6-741c-401d-acc1-60b2f60bcfd9,listed,,yes
payload,Better House,,Consumer Services,2026-04-20,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/5893a5ae-0358-4f96-a0fb-6456e9f6c451,listed,,yes
payload,Al Sulaiti Law Firm,QA,Business Services,2026-04-20,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/38d57f8d-c8a9-4e40-a223-9be16bdced9b,listed,,yes
everest,Nutrabio,US,Agriculture and Food Production,2026-04-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Nutrabio_/,listed,,yes
everest,Umiles Group,,Business Services,2026-04-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Umiles_Group/,listed,,yes
everest,Complete Aircraft Group,US,Manufacturing,2026-04-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Complete_Aircraft_Group/,listed,,yes
everest,Tokoparts,ID,Consumer Services,2026-04-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Tokoparts/,listed,,yes
everest,Citizens Bank,US,Financial Services,2026-04-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Citizens_Bank/,listed,,yes
everest,Frost Bank,US,Financial Services,2026-04-20,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/Frost_Bank/,listed,,yes
ransomexx,SOGO Auction,,Business Services,2026-04-17,http://rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion/2026/04/17/sogo-auction/,listed,,yes
termite,Millennium Dental Technologies,,Healthcare,2026-04-17,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/69e1671a786a0e50d7a6a887,listed,,yes
ransomexx,GoTip,,Business Services,2026-04-17,http://rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion/2026/04/16/gotip/,listed,,yes
crypto24,Qatar Biomedical Research Institute (QBRI),QA,Healthcare,2026-04-17,,listed,,yes
payload,Franziskusschule Wilhelmshaven,DE,Education,2026-04-16,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/7c90fc7c-33c6-4fbe-913c-b43b396b278a,listed,,yes
payload,Marino Food Products Pvt,LK,Agriculture and Food Production,2026-04-16,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/0de813bc-eaed-452e-9b1e-10c6c085e000,listed,,yes
payload,Sunlight Express Airways,,Transportation/Logistics,2026-04-16,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/b4c9d63d-2827-4bb9-b1b9-edf84f780a74,listed,,yes
payload,orientalweavers.com,EG,Manufacturing,2026-04-16,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/b32ffa64-bd8e-487d-a358-cdb8f7d2bb8d,listed,,yes
payload,TFE Group,AU,Consumer Services,2026-04-16,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/555031f0-db54-4cc0-b7ed-c5b3c1d5f400,listed,,yes
interlock,Uniwersytet Warszawski,PL,Education,2026-04-15,http://efs3fkrjyvqsk7nugzteelo5i5jxoch5ziqhf37dzmmlmzzlymhawmid.onion/index.php?p=,listed,,yes
exitium,Gastroenterology & Hepatology of CNY,NY,Healthcare,2026-04-14,http://m3ksukzn2glzfdvlusohril7n3iyk4z4fudf6mm22lwhpbpt5aiee5qd.onion#Gastroenterology%20%26%20Hepatology%20of%20CNY,listed,,yes
securotrop,Tax Prep and More,US,Business Services,2026-04-13,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
everest,K Subsea Group,SG,Energy,2026-04-13,http://ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion/news/K_Subsea_Group/,listed,,yes
